Group	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu!freshwater	env_milieu!brackish	env_milieu!marine	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	fao_area	fao_status
Peristedion_ecuadorense_E00456		Harmless	Least Concern	LC						0	0	1	bathydemersal			472	Deep-water	0.0737		Atlantic, Western Central	endemic
Peristedion_gracile_E01029	Slender searobin	Harmless	Least Concern	LC						0	0	1	bathydemersal		30	475	Deep-water			Atlantic, Northwest; Atlantic, Western Central	native
Peristedion_truncatum_E00450	Black armoured searobin	Harmless	Least Concern	LC						0	0	1	bathydemersal		155	910	Deep-water			Atlantic, Western Central; Atlantic, Southwest	native
Pervagor_janthinosoma_N21229	Blackbar filefish	Harmless	Least Concern	LC						0	0	1	reef-associated		8	20	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Pervagor_nigrolineatus_N21232	Blacklined filefish	Harmless	Least Concern	LC						0	0	1	reef-associated		8	25	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Pacific, Western Central; Pacific, Northwest	native
Petroscirtes_mitratus_E00909	Floral blenny	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		0	8	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Petrotyx_sanguineus_E00206	Redfin brotula	Harmless	Least Concern	LC	of no interest					0	0	1	reef-associated		3	15	Tropical			Atlantic, Western Central	endemic
Petulanos_spiloclistron_P1_G07_RG18		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Phaeoptyx_pigmentaria_E00506	Dusky cardinalfish	Harmless	Least Concern	LC						0	0	1	reef-associated		13	50	Tropical			Atlantic, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast	native
Phago_boulengeri_P3_A05_RG38		Harmless	Least Concern	LC						1	0	0	pelagic				Tropical			Africa-Inland Waters	endemic
Phalacronotus_bleekeri_P02_A04_RG07		Harmless	Least Concern	LC	commercial	experimental				1	0	0	demersal	potamodromous			Tropical			Asia - Inland waters	endemic
Phanerodon_furcatus_E00122	White seaperch	Harmless	Not Evaluated	NE	minor commercial		yes			0	0	1	demersal			43	Subtropical			Pacific, Eastern Central; Pacific, Northeast	native
Phenacobius_catostomus_I2569-CKR1180	Riffle minnow	Harmless	Least Concern	LC						1	0	0	demersal				Temperate			America, North - Inland waters	endemic
Phenacostethus_smithi_E00398	Smiths priapium fish	Harmless	Least Concern	LC						1	1	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Pholidichthys_leucotaenia_E00251	Convict blenny	Harmless	Not Evaluated	NE	of no interest				commercial	0	0	1	reef-associated		3	30	Tropical			Pacific, Western Central; Pacific, Northwest	native
Pholidochromis_cerasina_G01436	Cherry dottyback	Harmless	Not Evaluated	NE						0	0	1	reef-associated				Tropical			Pacific, Western Central	endemic
Pholis_crassispina_G01437		Harmless	Not Evaluated	NE						0	0	1	demersal		0	5	Temperate			Pacific, Northwest	endemic
Pholis_ornata_N01732	Saddleback gunnel	Harmless	Least Concern	LC						0	0	1	demersal		0	50	Temperate			Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Photonectes_margarita_E00966		Harmless	Least Concern	LC						0	0	1	bathypelagic		808	5087	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Northeast	native
Photostomias_guernei_E00995		Harmless	Least Concern	LC						0	0	1	bathypelagic		1138	3100	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Pacific, Northwest; Pacific, Southeast	native
Phoxinus_oxycephalusjouyi_I2685-162	Chinese minnow	Harmless	Not Evaluated	NE						1	0	0	demersal				Temperate				
Phoxinus_phoxinus_I2602-35	Eurasian minnow	Potential pest	Least Concern	LC	minor commercial			usually	commercial	1	1	0	demersal	potamodromous			Temperate		11	Europe - Inland waters; Atlantic, Northeast; Asia - Inland waters; Pacific, Northwest	native
Phractocephalus_hemioliopterus_P1_G12_RG42	Redtail catfish	Harmless	Not Evaluated	NE	minor commercial		yes		commercial	1	0	0	demersal	potamodromous			Tropical	44.2		America, South - Inland waters	endemic
Phractolaemus_ansorgii_M25171	Hingemouth	Harmless	Least Concern	LC						1	0	0	benthopelagic				Tropical			Africa-Inland Waters	endemic
Phtheirichthys_lineatus_G01438	Slender suckerfish	Harmless	Least Concern	LC						0	0	1	pelagic-oceanic	oceanodromous	0	5	Subtropical			Atlantic, Western Central; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Phycis_chesteri_E00377	Longfin hake	Harmless	Not Evaluated	NE	of potential interest					0	0	1	benthopelagic	non-migratory	90	1500	Temperate			Atlantic, Northwest; Atlantic, Western Central	native
Phycodurus_eques	Leafy seadragon	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated	non-migratory	4	30	Temperate			Indian Ocean, Eastern	endemic
Phyllopteryx_taeniolatus	Common seadragon	Harmless	Least Concern	LC						0	0	1	reef-associated		0	50	Temperate			Indian Ocean, Eastern; Pacific, Southwest	native
Physiculus_fulvus_E01009	Hakeling	Harmless	Least Concern	LC						0	0	1	benthopelagic		0	139	Subtropical			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Piabina_argentea_P3_A06_RG74		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Pimelodella_cristata_P02_E03_RG87		Harmless	Least Concern	LC						1	0	0	demersal				Tropical			America, South - Inland waters	endemic
Pimelodus_albofasciatus_P1_B09_RG63		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Pimephales_vigilax_I2570-CKR1190	Bullhead minnow	Harmless	Least Concern	LC						1	0	0	demersal				Subtropical			America, North - Inland waters	endemic
Placocheilus_dulongensis_I2694-173		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Plagiopsetta_glossa_E00074	Tongue flatfish	Harmless	Not Evaluated	NE	of no interest					0	0	1	demersal		65	278	Tropical			Pacific, Southwest; Pacific, Western Central; Pacific, Northwest	native
Plagiotremus_rhinorhynchos_E00586	Bluestriped fangblenny	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		1	40	Subtropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Plagiotremus_tapeinosoma_E00540	Piano fangblenny	Other	Least Concern	LC					commercial	0	0	1	reef-associated		1	45	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Platax_orbicularis_E00898	Orbicular batfish	Harmless	Least Concern	LC	minor commercial	commercial			commercial	0	1	1	reef-associated		5	30	Tropical			Atlantic, Western Central; Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	introduced
Platax_teira_E00858	Longfin batfish	Harmless	Least Concern	LC	minor commercial		yes		commercial	0	0	1	reef-associated	amphidromous	3	25	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Platichthys_stellatus_E00026	Starry flounder	Harmless	Least Concern	LC	commercial		yes			1	1	1	demersal	catadromous	0	375	Polar	9.1	24	America, North - Inland waters; Pacific, Eastern Central; Asia - Inland waters; Pacific, Northwest; Pacific, Northeast; Arctic Ocean	native
Platybelone_argalus_E00114	Keeltail needlefish	Harmless	Least Concern	LC	subsistence fisheries					0	0	1	reef-associated		0		Subtropical				
Platyberyx_opalescens_N06085		Harmless	Least Concern	LC						0	0	1	bathypelagic		1	2000	Subtropical			Atlantic, Northeast; Atlantic, Eastern Central	native
Platycephalus_indicus_N25405	Bartail flathead	Harmless	Data deficient	DD	commercial	commercial	yes			0	1	1	reef-associated	oceanodromous	20	200	Subtropical	3.5		Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Platydoras_costatus_P02_B12_RG75	Raphael catfish	Harmless	Not Evaluated	NE	minor commercial				commercial	1	0	0	demersal				Tropical			America, South - Inland waters	endemic
Platygillellus_rubrocinctus_E00319	Saddle stargazer	Harmless	Least Concern	LC						0	0	1	reef-associated		0	30	Tropical			Atlantic, Western Central	endemic
Platysilurus_mucosus_P02_A03_RG82		Harmless	Not Evaluated	NE	minor commercial				public aquariums	1	0	0	demersal				Tropical			America, South - Inland waters	endemic
Plecoglossus_altivelis_G01440	Ayu sweetfish	Harmless	Data deficient	DD	highly commercial	commercial	yes			1	1	1	demersal	amphidromous	10		Subtropical		3	Asia - Inland waters; Pacific, Northwest	native
Plectorhinchus_chaetodonoides_E00857	Harlequin sweetlips	Harmless	Not Evaluated	NE	minor commercial				commercial	0	1	1	reef-associated		1	30	Tropical	7		Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Plectorhinchus_vittatus_E00856	Indian Ocean oriental sweetlips	Harmless	Least Concern	LC						0	0	1	reef-associated		2	25	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Plectroglyphidodon_dickii_E00572	Blackbar devil	Harmless	Not Evaluated	NE	minor commercial				commercial	0	0	1	reef-associated	non-migratory	1	15	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Plectroglyphidodon_johnstonianus_E00722	Johnston Island damsel	Harmless	Not Evaluated	NE	of no interest				commercial	0	0	1	reef-associated	non-migratory	1	18	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Plectrypops_lima_E00720	Shy soldier	Harmless	Least Concern	LC						0	0	1	reef-associated		5	40	Tropical			Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Pacific, Southeast	native
Plectrypops_retrospinis_E00504	Cardinal soldierfish	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated			22	Tropical			Atlantic, Western Central; Atlantic, Southwest	native
Plesiops_coeruleolineatus_E00855	Crimsontip longfin	Harmless	Not Evaluated	NE	of no interest				commercial	0	0	1	reef-associated		1	23	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Plesiops_melas_G01442	Crimsontip longfin	Harmless	Not Evaluated	NE	of no interest				commercial	0	0	1	reef-associated		1	23	Tropical				
Pleurogrammus_monopterygius_E00367	Atka mackerel	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal		0	720	Boreal	2	15	Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	questionable
Pleuronectes_platessa_E00053	European plaice	Harmless	Least Concern	LC	highly commercial	commercial	yes		public aquariums	0	1	1	demersal	oceanodromous	0	200	Temperate	7	50	Atlantic, Northwest; Atlantic, Northeast; Atlantic, Eastern Central; Mediterranean and Black Sea; Arctic Ocean	native
Plotosus_canius_P02_F06_RG60	Gray eel-catfish	Venomous	Not Evaluated	NE	commercial					1	1	1	demersal	amphidromous			Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Oceania - Inland waters; Asia - Inland waters	native
Poblana_ferdebueni_N01733	Chignahuapan silverside	Harmless	Data deficient	DD						1	0	0	pelagic				Tropical			America, North - Inland waters	endemic
Poecilia_latipinna_reticulata_E01065	Sailfin molly	Potential pest	Least Concern	LC					highly commercial	1	1	1	benthopelagic	non-migratory	0		Subtropical			Atlantic, Western Central; Oceania - Inland waters; Africa-Inland Waters; America, South - Inland waters; America, North - Inland waters; Asia - Inland waters	native
Poeciliopsis_elongata_N01734	Elongate toothcarp	Harmless	Near Threatened	NT						1	1	0	benthopelagic				Tropical			America, North - Inland waters; Pacific, Eastern Central	native
Poecilopsetta_beanii_E00448	Deepwater dab	Harmless	Least Concern	LC	of no interest					0	0	1	bathydemersal		155	1636	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Poecilopsetta_plinthus_E00073	Tile-colored righteye flounder	Harmless	Not Evaluated	NE	of no interest					0	0	1	demersal		60	400	Deep-water			Pacific, Western Central; Pacific, Northwest	native
Pogonias_cromis_E00699	Black drum	Harmless	Least Concern	LC	commercial		yes		public aquariums	0	1	1	demersal	oceanodromous	10		Subtropical	51.3	43	Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Pogonophryne_barsukovi_E00158	Stubbeard plunderfish	Harmless	Least Concern	LC	of no interest					0	0	1	bathydemersal		195	1120	Deep-water			Pacific, Southwest; Indian Ocean, Antarctic; Atlantic, Antarctic; Pacific, Antarctic	native
Pollachius_virens_E00372	Saithe	Harmless	Not Evaluated	NE	highly commercial		yes			0	0	1	demersal	oceanodromous	37	364	Temperate	32	25	Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Arctic Ocean	native
Pollichthys_mauli_G01443	Stareye lightfish	Harmless	Least Concern	LC						0	0	1	bathypelagic	oceanodromous	100	600	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Polycentropsis_abbreviata_N26006	African leaffish	Harmless	Least Concern	LC					commercial	1	0	0	benthopelagic				Tropical			Africa-Inland Waters	endemic
Polycentrus_schomburgkii_G01444	Guyana leaffish	Harmless	Not Evaluated	NE					commercial	1	1	0	benthopelagic				Tropical			America, South - Inland waters; America, North - Inland waters	native
Polydactylus_octonemus_E00606	Atlantic threadfin	Harmless	Least Concern	LC	minor commercial					0	0	1	demersal		5	66	Subtropical			Atlantic, Northwest; Atlantic, Western Central	native
Polydactylus_sextarius_N26043	Blackspot threadfin	Harmless	Not Evaluated	NE	commercial		yes			0	1	1	demersal	amphidromous	16	73	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest; Atlantic, Southeast	native
Polydactylus_virginicus_E00217	Barbu	Harmless	Least Concern	LC	minor commercial					0	1	1	demersal		0	55	Tropical			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Polyipnus_spinifer_M30154		Harmless	Not Evaluated	NE						0	0	1	benthopelagic		154	380	Deep-water			Pacific, Western Central; Pacific, Northwest	native
Polymetme_corythaeola_sp_E00036	Rendezvous fish	Harmless	Not Evaluated	NE						0	0	1	benthopelagic		165	800	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Polymixia_japonica_E00019	Silver eye	Harmless	Least Concern	LC	commercial					0	0	1	bathypelagic		160	628	Deep-water			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Polymixia_lowei_E01025	Beardfish	Harmless	Least Concern	LC	minor commercial					0	0	1	bathydemersal		50	600	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Polyodon_spathula_G01445	Mississippi paddlefish		Vulnerable	VU	commercial				public aquariums	1	0	0	demersal	potamodromous	2		Subtropical	90.7	55	America, North - Inland waters; Europe - Inland waters	native
Polyprion_americanus_E00242	Wreckfish	Harmless	Critically Endangered	CR	minor commercial		yes			0	0	1	demersal	oceanodromous	40	600	Deep-water	100		Atlantic, Northwest; Atlantic, Western Central; Pacific, Southwest; Indian Ocean, Western; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Polyprion_oxygeneios_M01632	Hapuku wreckfish	Harmless	Not Evaluated	NE	commercial		yes			0	0	1	demersal		50	854	Subtropical	100	60	Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Atlantic, Southwest; Atlantic, Southeast; Pacific, Southeast	native
Polypterus_ornatipinnis_G01447	Ornate bichir	Harmless	Least Concern	LC	of no interest				public aquariums	1	0	0	demersal				Tropical			Africa-Inland Waters	endemic
Polypterus_senegalus_G01446	Gray bichir	Harmless	Not Evaluated	NE	commercial					1	0	0	demersal	potamodromous			Tropical	0.207		Africa-Inland Waters	endemic
Pomacanthus_arcuatus_E00754	Gray angelfish	Reports of ciguatera poisoning	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated	non-migratory	2	30	Tropical	1.8		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest; Pacific, Northwest	native
Pomacanthus_imperator_E00710	Emperor angelfish	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated	non-migratory	1	100	Tropical		14	Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Pomacanthus_semicirculatus_E00849	Semicircle angelfish	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated	non-migratory	1	40	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Pomacanthus_zonipectus_G01448	Cortez angelfish	Harmless	Least Concern	LC	subsistence fisheries				commercial	0	0	1	reef-associated	non-migratory	6	12	Tropical			Pacific, Eastern Central; Pacific, Southeast	native
Pomacentrus_brachialis_E00239	Charcoal damsel	Harmless	Not Evaluated	NE						0	1	1	reef-associated	non-migratory	6	40	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	questionable
Pomacentrus_pavo_E00729	Sapphire damsel	Harmless	Not Evaluated	NE	minor commercial				public aquariums	0	0	1	reef-associated	non-migratory	1	18	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pomacentrus_spilotoceps_E00557		Harmless	Not Evaluated	NE						0	0	1	reef-associated		0	5	Tropical			Pacific, Western Central; Pacific, Eastern Central	native
Pomachromis_richardsoni_E00559	Richardsons reef-damsel	Harmless	Not Evaluated	NE	of no interest					0	0	1	reef-associated	non-migratory	5	25	Tropical			Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pomadasys_corvinaeformis_E00761	Roughneck grunt	Harmless	Least Concern	LC	minor commercial				commercial	1	1	1	demersal		26	50	Tropical	0.21			
Pomatomus_saltatrix_E00516	Bluefish	Traumatogenic	Vulnerable	VU	highly commercial	commercial	yes	usually		0	1	1	pelagic-oceanic	oceanodromous	0	200	Subtropical	14.4	9	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Europe - Inland waters; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Pomoxis_nigromaculatus_E00131	Black crappie	Harmless	Least Concern	LC	commercial		yes		public aquariums	1	0	0	benthopelagic		0		Subtropical	2.7	15	America, North - Inland waters	endemic
Pontinus_longispinis_E01010	Longspine scorpionfish	Venomous	Least Concern	LC						0	0	1	demersal		75	440	Tropical	0.5566		Atlantic, Western Central; Atlantic, Southwest	native
Pontinus_rathbuni_E00463	Highfin scorpionfish	Venomous	Least Concern	LC						0	0	1	demersal			146	Subtropical			Atlantic, Northwest; Atlantic, Western Central	native
Porcostoma_dentata_M01654	Dane seabream	Harmless	Least Concern	LC	commercial					0	0	1	reef-associated			120	Subtropical			Indian Ocean, Western; Atlantic, Southeast	native
Porichthys_notatus_E00058	Plainfin midshipman	Harmless	Least Concern	LC	of potential interest					0	0	1	demersal		0	366	Subtropical			Pacific, Southwest; Pacific, Eastern Central; Pacific, Northeast	native
Porichthys_plectrodon_E00590	Atlantic midshipman	Harmless	Least Concern	LC	minor commercial					0	0	1	demersal		1	100	Tropical	0.0107		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Poroclinus_rothrocki_E00431	Whitebarred prickleback	Harmless	Not Evaluated	NE						0	0	1	demersal		46	128	Temperate			Pacific, Eastern Central; Pacific, Northwest; Pacific, Northeast	native
Poromitra_crassiceps_E01061	Crested bigscale	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		164	2730	Deep-water		9	Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Indian Ocean, Antarctic; Pacific, Northeast; Atlantic, Antarctic; Pacific, Antarctic	questionable
Poropuntius_normani_I2714-36		Harmless	Least Concern	LC						1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Praealticus_caesius_E00329	Blackmargin rockskipper	Harmless	Least Concern	LC						0	0	1	pelagic-neritic				Tropical			Pacific, Western Central; Pacific, Eastern Central	native
Priacanthus_arenatus_E00618	Atlantic bigeye	Reports of ciguatera poisoning	Least Concern	LC	minor commercial		yes		commercial	0	0	1	reef-associated		10	200	Subtropical	2.9		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Priolepis_cincta_E01077	Banded reef goby	Harmless	Not Evaluated	NE					commercial	0	1	1	reef-associated	non-migratory	1	70	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Priolepis_hipoliti_E00106	Rusty goby	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated	non-migratory	1	130	Tropical			Atlantic, Western Central; Atlantic, Southwest	native
Prionobrama_filigera_P02_G06_RG14	Glass bloodfin	Harmless	Not Evaluated	NE					commercial	1	0	0	pelagic				Tropical			America, South - Inland waters	endemic
Prionotus_carolinus_E00340	Northern searobin	Harmless	Least Concern	LC	minor commercial			occasionally		0	1	1	demersal		15	170	Temperate			Atlantic, Northwest; Atlantic, Western Central	native
Prionotus_evolans_E01021	Striped searobin	Harmless	Least Concern	LC	minor commercial		yes	occasionally		0	1	1	reef-associated		9	180	Temperate	1.6		Atlantic, Northwest; Atlantic, Western Central	native
Prionotus_stephanophrys_E00328	Lumptail searobin	Harmless	Least Concern	LC	commercial		yes			0	1	1	demersal		15	110	Subtropical			Pacific, Eastern Central; Pacific, Southeast; Pacific, Northeast	native
Pristiapogon_exostigma_E00702	Narrowstripe cardinalfish	Harmless	Not Evaluated	NE						0	0	1	reef-associated		3	40	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pristigenys_alta_E00252	Short bigeye	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated		5	200	Subtropical			Atlantic, Northwest; Atlantic, Western Central	native
Pristipomoides_aquilonaris_E00594	Wenchman	Reports of ciguatera poisoning	Least Concern	LC	minor commercial					0	0	1	demersal		24	370	Subtropical	2		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Pristipomoides_auricilla_E00746	Goldflag jobfish	Harmless	Least Concern	LC	commercial		yes			0	0	1	benthopelagic		90	360	Deep-water			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Pristobrycon_striolatus_P02_B07_RG29		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical	0.23		America, South - Inland waters	endemic
Pristolepis_fasciata_N26580	Malayan leaffish	Harmless	Least Concern	LC	minor commercial				commercial	1	0	0	demersal	potamodromous			Tropical			Pacific, Western Central; Asia - Inland waters	native
Pristolepis_sp_N36627										0	0	0									
Probarbus_jullieni_I2672-145	Isok barb	Harmless	Endangered	EN	commercial	experimental	yes			1	1	0	demersal	potamodromous			Tropical	70		Asia - Inland waters	endemic
Prochilodus_scrophus_P1_E04_RG21										0	0	0									
Prodontocharax_alleni_P02_C10_RG47		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Prognathodes_aya_aculeatus_E00632	Bank butterflyfish	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		20	170	Subtropical			Atlantic, Northwest; Atlantic, Western Central	native
Prognichthys_brevipinnis_E00400	Shortfin flyingfish	Harmless	Not Evaluated	NE	minor commercial					0	0	1	pelagic-neritic	oceanodromous	0	20	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Pronotogrammus_martinicensis_E00636	Roughtongue bass	Harmless	Least Concern	LC	of no interest					0	0	1	demersal		65	230	Tropical		15	Atlantic, Western Central; Atlantic, Southwest	native
Protomyctophum_choriodon_M22162	Gaptooth lanternfish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic	oceanodromous			Deep-water			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Atlantic, Southwest; Atlantic, Southeast; Pacific, Southeast; Indian Ocean, Antarctic; Atlantic, Antarctic	native
Protopterus_aethiopicus_annectens_G01451	Marbled lungfish	Harmless	Least Concern	LC	minor commercial					1	0	0	demersal		0	60	Tropical	17		Africa-Inland Waters	endemic
Psammogobius_biocellatus_E00740	Sleepy goby	Harmless	Least Concern	LC	of no interest					1	1	1	benthopelagic	amphidromous	0	3	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Oceania - Inland waters; Africa-Inland Waters; Pacific, Eastern Central; Asia - Inland waters; Pacific, Northwest; Atlantic, Southeast	native
Psammoperca_waigiensis_E01148	Waigieu seaperch	Harmless	Not Evaluated	NE	commercial		yes			0	1	1	reef-associated		3	12	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Psectrogaster_ciliata_P3_F02_RG80		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Psenes_cyanophrys_E00666	Freckled driftfish	Harmless	Least Concern	LC						0	0	1	bathypelagic	oceanodromous	20	550	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
