items	name	Clade	Family	Order	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu!freshwater	env_milieu!brackish	env_milieu!marine	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	fao_status	Africa_Inland_Waters	North_America_Inland_waters	South_America_Inland_waters	Asia_Inland_waters	Europe_Inland_waters	Oceania_Inland_waters	Antarctica_Inland_waters	Arctic_Ocean	Atlantic_Antarctic	Atlantic_Eastern_Central	Atlantic_Northeast	Atlantic_Northwest	Atlantic_Southeast	Atlantic_Southwest	Atlantic_Western_Central	Indian_Ocean_Antarctic	Indian_Ocean_Eastern	Indian_Ocean_Western	Mediterranean_and_Black_Sea	Pacific_Antarctic	Pacific_Eastern_Central	Pacific_Northeast	Pacific_Northwest	Pacific_Southeast	Pacific_Southwest	Pacific_Western_Central
Jordanella_floridae_N14002	Jordanella_floridae_N14002	Clade41	Cyprinodontidae	Cyprinodontiformes	Flagfish	Harmless	Not Evaluated	NE	of no interest				commercial	1	1	0	benthopelagic	non-migratory	0	0	Subtropical	0	0	endemic		yes																								
Jupiaba_meunieri_P1_B08_RG57	Jupiaba_meunieri_P1_B08_RG57	Clade12b	Characidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	pelagic		0	0	Tropical	0	0	endemic			yes																							
Kajikia_albida_E00681	Kajikia_albida_E00681	Clade40	Istiophoridae	Istiophoriformes	Atlantic white marlin	Harmless	Vulnerable	VU	minor commercial		yes			0	0	1	pelagic-oceanic	oceanodromous	0	150	Subtropical	82.5	0	native										yes	yes	yes	yes	yes	yes				yes							
Kali_indica_E01106	Kali_indica_E01106	Clade36	Chiasmodontidae	Scombriformes		Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		1000	3300	Deep-water	0	0	native										yes			yes		yes		yes	yes			yes				yes	
Kali_kerberti_E00385	Kali_kerberti_E00385	Clade36	Chiasmodontidae	Scombriformes		Harmless	Least Concern	LC						0	0	1	bathypelagic		200	4465	Deep-water	0	0	native										yes			yes	yes	yes			yes			yes		yes	yes	yes	yes
Kathetostoma_albigutta_E01022	Kathetostoma_albigutta_E01022	Clade42	Uranoscopidae	Uranoscopiformes	Lancer stargazer	Venomous	Least Concern	LC						0	0	1	demersal		40	385	Subtropical	0	0	native												yes			yes											
Kathetostoma_averruncus_E00324	Kathetostoma_averruncus_E00324	Clade42	Uranoscopidae	Uranoscopiformes	Smooth stargazer	Venomous	Least Concern	LC					commercial	0	0	1	bathydemersal		13	384	Deep-water	0	0	native																					yes			yes		
Katsuwonus_pelamis_E00747	Katsuwonus_pelamis_E00747	Clade36	Scombridae	Scombriformes	Skipjack tuna	Reports of ciguatera poisoning	Least Concern	LC	highly commercial		yes			0	0	1	pelagic-oceanic	oceanodromous	0	260	Tropical	34.5	12	native										yes	yes	yes	yes	yes	yes		yes	yes	yes		yes	yes	yes	yes	yes	yes
Knodus_smithi_P3_A04_RG07	Knodus_smithi_P3_A04_RG07	Clade12b	Characidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Subtropical	0	0	endemic			yes																							
Krefftichthys_anderssoni_G01340	Krefftichthys_anderssoni_G01340	Clade24	Myctophidae	Myctophiformes	Rhombic lanternfish	Harmless	Least Concern	LC						0	0	1	bathypelagic	oceanodromous	0	2700	Deep-water	0	0	native									yes					yes		yes				yes				yes	yes	
Kryptopterus_cryptopterus_P02_D03_RG30	Kryptopterus_cryptopterus_P02_D03_RG30	Clade14c	Siluridae	Siluriformes		Harmless	Least Concern	LC						1	0	0	benthopelagic	potamodromous	0	0	Tropical	0	0	endemic				yes																						
Kuhlia_marginata_G01341	Kuhlia_marginata_G01341	Clade42	Kuhliidae	Centrarchiformes	Dark-margined flagtail	Harmless	Least Concern	LC	commercial				public aquariums	1	1	1	demersal	catadromous	0	2	Tropical	0	0	questionable				yes		yes															yes					yes
Kuhlia_mugil_E00712	Kuhlia_mugil_E00712	Clade42	Kuhliidae	Centrarchiformes	Barred flagtail	Harmless	Least Concern	LC	minor commercial			usually	public aquariums	0	1	1	reef-associated		3	18	Tropical	0	0	native	yes												yes				yes	yes			yes		yes	yes	yes	yes
Kuhlia_rupestris_E00957	Kuhlia_rupestris_E00957	Clade42	Kuhliidae	Centrarchiformes	Rock flagtail	Harmless	Least Concern	LC	commercial		yes			1	1	1	reef-associated	catadromous	0	5	Tropical	2.7	0	native	yes			yes		yes											yes	yes			yes		yes			yes
Kurtus_gulliveri_E00188	Kurtus_gulliveri_E00188	Clade38b	Kurtidae	Kurtiformes	Nurseryfish	Harmless	Least Concern	LC	of potential interest		yes			1	1	0	benthopelagic		0	0	Tropical	0	0	native				yes		yes																				
Kurtus_indicus_N17950	Kurtus_indicus_N17950	Clade38b	Kurtidae	Kurtiformes	Indian hump head	Harmless	Not Evaluated	NE	minor commercial					1	1	1	benthopelagic		0	0	Tropical	0	0	native				yes													yes									yes
Kyphosus_cinerascens_N17975	Kyphosus_cinerascens_N17975	Clade42	Kyphosidae	Centrarchiformes	Blue sea chub	Poisonous to eat	Least Concern	LC	minor commercial					0	0	1	reef-associated		1	45	Tropical	0	0	native													yes				yes	yes			yes		yes	yes	yes	yes
Kyphosus_elegans_G01342	Kyphosus_elegans_G01342	Clade42	Kyphosidae	Centrarchiformes	Cortez sea chub	Harmless	Least Concern	LC	minor commercial					0	0	1	reef-associated		1	40	Tropical	0	0	native																					yes			yes		
Kyphosus_incisor_E00202	Kyphosus_incisor_E00202	Clade42	Kyphosidae	Centrarchiformes	Yellow sea chub	Harmless	Not Evaluated	NE	minor commercial		yes			0	0	1	reef-associated		1	15	Subtropical	3.9	0	native										yes		yes	yes	yes	yes				yes							
Kyphosus_sectatrix_E00775	Kyphosus_sectatrix_E00775	Clade42	Kyphosidae	Centrarchiformes	Bermuda sea chub	Harmless	Least Concern	LC	minor commercial		yes		public aquariums	0	0	1	reef-associated		1	30	Subtropical	6	0	native										yes	yes	yes	yes	yes	yes				yes							
Labeo_rohita_I2658-138	Labeo_rohita_I2658-138	Clade11d	Cyprinidae	Cypriniformes	Roho labeo	Harmless	Least Concern	LC	highly commercial	commercial	yes			1	1	0	benthopelagic	potamodromous	5	0	Tropical	45	10	introduced	yes			yes																						
Labeo_senegalensis_I2642-79	Labeo_senegalensis_I2642-79	Clade11d	Cyprinidae	Cypriniformes		Harmless	Least Concern	LC	commercial					1	0	0	benthopelagic	potamodromous	0	0	Tropical	3.8	6	endemic	yes																									
Labidesthes_sicculus_E01112	Labidesthes_sicculus_E01112	Clade41	Atherinopsidae	Atheriniformes	Brook silverside	Harmless	Least Concern	LC				usually		1	0	0	pelagic		0	0	Subtropical	0	2	endemic		yes																								
Labiobarbus_lineatus_I2692-169	Labiobarbus_lineatus_I2692-169	Clade11d	Cyprinidae	Cypriniformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic				yes																						
Labracinus_cyclophthalmus_G01343	Labracinus_cyclophthalmus_G01343	Clade41	Pseudochromidae	Incertae sedis in Ovalentaria	Fire-tail devil	Harmless	Not Evaluated	NE					commercial	0	0	1	reef-associated		2	20	Tropical	0	0	native																	yes						yes			yes
Labrichthys_unilineatus_G01344	Labrichthys_unilineatus_G01344	Clade42	Labridae	Labriformes	Tubelip wrasse	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		0	20	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Labrisomus_bucciferus_E00301	Labrisomus_bucciferus_E00301	Clade41	Labrisomidae	Blenniiformes	Puffcheek blenny	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		0	5	Tropical	0	0																											
Labrisomus_guppyi_multiporosus_E00300	Labrisomus_guppyi_multiporosus_E00300	Clade41	Labrisomidae	Blenniiformes	Mimic blenny	Harmless	Least Concern	LC						0	0	1	reef-associated		0	0	Subtropical	0	0																											
Labrisomus_nigricinctus_E00302	Labrisomus_nigricinctus_E00302	Clade41	Labrisomidae	Blenniiformes	Spotcheek blenny	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		0	10	Subtropical	0	0																											
Labroides_dimidiatus_E00848	Labroides_dimidiatus_E00848	Clade42	Labridae	Labriformes	Bluestreak cleaner wrasse	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated	non-migratory	1	40	Tropical	0	4	native													yes				yes	yes			yes		yes		yes	yes
Labropsis_australis_G01345	Labropsis_australis_G01345	Clade42	Labridae	Labriformes	Southern tubelip	Harmless	Least Concern	LC						0	0	1	reef-associated		2	55	Tropical	0	0	native																					yes		yes		yes	yes
Lachnolaimus_maximus_E00014	Lachnolaimus_maximus_E00014	Clade42	Labridae	Labriformes	Hogfish	Reports of ciguatera poisoning	Vulnerable	VU	minor commercial		yes		commercial	0	0	1	reef-associated		3	30	Subtropical	11	23	native												yes		yes	yes											
Lactarius_lactarius_Fiji_M01673	Lactarius_lactarius_Fiji_M01673	Clade40	Lactariidae	Incertae sedis in Carangaria	False trevally	Harmless	Not Evaluated	NE	commercial					0	1	1	pelagic-neritic		15	100	Tropical	0	0	native																	yes	yes					yes			yes
Lactarius_lactarius_Qatar_M01593	Lactarius_lactarius_Qatar_M01593	Clade40	Lactariidae	Incertae sedis in Carangaria	False trevally	Harmless	Not Evaluated	NE	commercial					0	1	1	pelagic-neritic		15	100	Tropical	0	0	native																	yes	yes					yes			yes
Laemolyta_proxima_P1_D01_RG52	Laemolyta_proxima_P1_D01_RG52	Clade12b	Anostomidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0.415	0	endemic			yes																							
Laemonema_barbatulum_E00412	Laemonema_barbatulum_E00412	Clade29	Moridae	Gadiformes	Shortbeard codling	Harmless	Least Concern	LC						0	0	1	benthopelagic		50	1620	Subtropical	0	0	native												yes		yes	yes											
Laemonema_goodebeanorum_E00457	Laemonema_goodebeanorum_E00457	Clade29	Moridae	Gadiformes		Harmless	Least Concern	LC						0	0	1	benthopelagic		180	792	Subtropical	0	0	native												yes		yes	yes											
Laeops_kitaharae_E00082	Laeops_kitaharae_E00082	Clade40	Bothidae	Pleuronectiformes		Harmless	Data deficient	DD						0	0	1	demersal		70	300	Tropical	0	0	native																	yes	yes					yes			yes
Lagocephalus_laevigatus_E00601	Lagocephalus_laevigatus_E00601	Clade42	Tetraodontidae	Tetraodontiformes	Smooth puffer	Other	Least Concern	LC	minor commercial					0	1	1	pelagic-neritic		10	180	Subtropical	4.9	0	native										yes	yes	yes	yes	yes	yes											
Lagodon_rhomboides_G01346	Lagodon_rhomboides_G01346	Clade42	Sparidae	Spariformes	Pinfish	Harmless	Least Concern	LC	minor commercial		yes	usually		1	1	1	demersal		0	0	Subtropical	1.5	0	native												yes			yes											
Lamontichthys_filamentosus_P02_A02_RG27	Lamontichthys_filamentosus_P02_A02_RG27	Clade14a	Loricariidae	Siluriformes		Harmless	Not Evaluated	NE						1	0	0	demersal		0	0	Tropical	0	0	endemic			yes																							
Lampadena_speculigera_E00781	Lampadena_speculigera_E00781	Clade24	Myctophidae	Myctophiformes	Mirror lanternfish	Harmless	Least Concern	LC						0	0	1	bathypelagic	oceanodromous	0	1000	Deep-water	0	0	native										yes	yes	yes	yes	yes		yes	yes	yes					yes	yes	yes	
Lampanyctus_jordani_M22102	Lampanyctus_jordani_M22102	Clade24	Myctophidae	Myctophiformes	Brokenline lanternfish	Harmless	Least Concern	LC						0	0	1	bathypelagic		588	3400	Deep-water	0	0	native																					yes	yes	yes			
Lampanyctus_macdonaldi_E00967	Lampanyctus_macdonaldi_E00967	Clade24	Myctophidae	Myctophiformes	Rakery beaconlamp	Harmless	Least Concern	LC						0	0	1	bathypelagic	oceanodromous	60	1464	Deep-water	0	0	native									yes		yes	yes	yes	yes		yes	yes	yes		yes				yes	yes	
Lampris_guttatus_E00682	Lampris_guttatus_E00682	Clade25	Lampridae	Lampriformes	Opah	Harmless	Least Concern	LC	minor commercial		yes			0	0	1	bathypelagic	oceanodromous	0	500	Deep-water	270	0	native									yes	yes	yes	yes	yes	yes	yes		yes	yes	yes		yes	yes	yes	yes	yes	yes
Lamprogrammus_niger_E00275	Lamprogrammus_niger_E00275	Clade34b	Ophidiidae	Ophidiiformes		Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		741	2000	Deep-water	0	0	native										yes			yes	yes	yes		yes	yes								yes
Larimus_breviceps_E01048	Larimus_breviceps_E01048	Clade42	Sciaenidae	Incertae sedis in Eupercaria	Shorthead drum	Harmless	Least Concern	LC	commercial			occasionally		0	1	1	demersal		1	60	Tropical	0.5	0	native														yes	yes											
Lasiancistrus_schomburgkii_P1_F11_RG51	Lasiancistrus_schomburgkii_P1_F11_RG51	Clade14a	Loricariidae	Siluriformes		Harmless	Least Concern	LC						1	0	0	demersal		0	0	Tropical	0	0	endemic			yes																							
Lateolabrax_japonicus_E01130	Lateolabrax_japonicus_E01130	Clade42	Lateolabracidae	Pempheriformes	Japanese seabass	Harmless	Not Evaluated	NE	commercial	commercial	yes			1	1	1	reef-associated	catadromous	5	0	Subtropical	8.7	0	introduced				yes																			yes		yes	yes
Lates_calcarifer_E01135	Lates_calcarifer_E01135	Clade40	Centropomidae	Incertae sedis in Carangaria	Barramundi	Harmless	Not Evaluated	NE	highly commercial	commercial	yes		public aquariums	1	1	1	demersal	catadromous	10	40	Tropical	60	0	native				yes		yes											yes	yes					yes			yes
Lates_japonicus_E01147	Lates_japonicus_E01147	Clade40	Centropomidae	Incertae sedis in Carangaria	Japanese lates	Harmless	Vulnerable	VU	commercial		yes			1	1	1	demersal		0	0	Subtropical	33	0	endemic																							yes			
Lates_microlepis_E01149	Lates_microlepis_E01149	Clade40	Centropomidae	Incertae sedis in Carangaria	Forktail lates	Harmless	Endangered	EN	commercial		yes			1	0	0	pelagic		0	0	Tropical	8.3	0	endemic	yes																									
Latimeria_chalumnae_G01347	Latimeria_chalumnae_G01347	Clade01a	Latimeriidae	Coelacanthiformes	Coelacanth	Harmless	Critically Endangered	CR	of no interest					0	0	1	demersal	non-migratory	150	700	Deep-water	95	48	native																		yes								yes
Latridopsis_forsteri_M01594	Latridopsis_forsteri_M01594	Clade42	Latridae	Centrarchiformes	Bastard trumpeter	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal		20	160	Temperate	0	0	native																	yes								yes	
Latris_lineata_M01595	Latris_lineata_M01595	Clade42	Latridae	Centrarchiformes	Striped trumpeter	Harmless	Not Evaluated	NE	commercial	experimental				0	0	1	reef-associated		5	400	Temperate	25	43	native																	yes								yes	
Laubuca_laubuca_I2543-MTD011	Laubuca_laubuca_I2543-MTD011	Clade11d	Danionidae	Cypriniformes	Indian glass barb	Harmless	Least Concern	LC				occasionally	commercial	1	1	0	pelagic		0	2	Tropical	0.0104	0																											
Lebiasina_aureoguttata_P1_B03_RG02	Lebiasina_aureoguttata_P1_B03_RG02	Clade12b	Lebiasinidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	demersal		0	0	Tropical	0	0																											
Lebiasina_provenzanoi_P1_F07_RG33	Lebiasina_provenzanoi_P1_F07_RG33	Clade12b	Lebiasinidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Lefua_echigonia_I2674-103	Lefua_echigonia_I2674-103	Clade11c	Nemacheilidae	Cypriniformes		Harmless	Least Concern	LC						1	0	0	demersal		0	0	Temperate	0	0	endemic				yes																						
Leiognathus_equulus_G01348	Leiognathus_equulus_G01348	Clade42	Leiognathidae	Chaetodontiformes	Common ponyfish	Harmless	Least Concern	LC	minor commercial	commercial				1	1	1	demersal	amphidromous	10	110	Tropical	0	0	native	yes			yes		yes							yes				yes	yes			yes		yes			yes
Leiostomus_xanthurus_G01349	Leiostomus_xanthurus_G01349	Clade42	Sciaenidae	Incertae sedis in Eupercaria	Spot croaker	Harmless	Least Concern	LC	commercial			occasionally		0	1	1	demersal	oceanodromous	0	60	Subtropical	0.45	4	native												yes			yes											
Lepadichthys_lineatus_E01080	Lepadichthys_lineatus_E01080	Clade41	Gobiesocidae	Gobiesociformes	Doubleline clingfish	Harmless	Least Concern	LC						0	0	1	reef-associated		5	25	Tropical	0	0	native																	yes	yes								
Lepidion_ensiferus_E00334	Lepidion_ensiferus_E00334	Clade29	Moridae	Gadiformes	Patagonian codling	Harmless	Not Evaluated	NE						0	0	1	bathypelagic		800	1000	Deep-water	0	0	native									yes				yes	yes		yes										
Lepidoblepharon_ophthalmolepis_E00080	Lepidoblepharon_ophthalmolepis_E00080	Clade40	Citharidae	Pleuronectiformes	Scale-eyed flounder	Harmless	Not Evaluated	NE	of no interest					0	0	1	bathydemersal		310	428	Deep-water	0	0	native																							yes			yes
Lepidocephalichthys_hasselti_I2618-111	Lepidocephalichthys_hasselti_I2618-111	Clade11c	Cobitidae	Cypriniformes		Harmless	Least Concern	LC						1	0	0	demersal		0	0	Tropical	0	0	endemic				yes																						
Lepidocharax_burnsi_P3_B02_RG25	Lepidocharax_burnsi_P3_B02_RG25	Clade12b	Characidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Lepidogalaxias_salamandroides_G01350	Lepidogalaxias_salamandroides_G01350	Clade15	Lepidogalaxiidae	Lepidogalaxiiformes	Salamanderfish	Harmless	Lower Risk: near threatened	LR/nt	of no interest					1	0	0	demersal	non-migratory	0	0	Temperate	0	0	endemic						yes																				
Lepidogobius_lepidus_G01351	Lepidogobius_lepidus_G01351	Clade38c	Gobiidae	Gobiiformes	Bay goby	Harmless	Not Evaluated	NE						0	0	1	demersal		0	201	Subtropical	0	7	native																					yes	yes				
Lepidophanes_guentheri_E00499	Lepidophanes_guentheri_E00499	Clade24	Myctophidae	Myctophiformes	Günther’s lanternfish	Harmless	Least Concern	LC						0	0	1	pelagic-oceanic	oceanodromous	40	750	Subtropical	0	1	native										yes		yes	yes	yes	yes											
Lepidopsetta_bilineata_E00438	Lepidopsetta_bilineata_E00438	Clade40	Pleuronectidae	Pleuronectiformes	Rock sole	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal		0	575	Temperate	1.8	26	native																					yes	yes	yes			
Lepidopus_altifrons_E00474	Lepidopus_altifrons_E00474	Clade36	Trichiuridae	Scombriformes	Crested scabbardfish	Harmless	Least Concern	LC						0	0	1	benthopelagic		100	500	Subtropical	0	0	native												yes		yes	yes											
Lepidorhombus_boscii_E00462	Lepidorhombus_boscii_E00462	Clade40	Scophthalmidae	Pleuronectiformes	Four-spot megrim	Harmless	Not Evaluated	NE	minor commercial					0	0	1	demersal		7	800	Temperate	0	0	native										yes	yes								yes							
Lepidosiren_paradoxa_G01352	Lepidosiren_paradoxa_G01352	Clade01b	Lepidosirenidae	Ceratodontiformes	South American lungfish	Harmless	Not Evaluated	NE	subsistence fisheries					1	0	0	demersal		0	0	Subtropical	0	8	endemic			yes																							
Lepidozygus_tapeinosoma_E00929	Lepidozygus_tapeinosoma_E00929	Clade41	Pomacentridae	Incertae sedis in Ovalentaria	Fusilier damselfish	Harmless	Not Evaluated	NE	of no interest				commercial	0	0	1	reef-associated	non-migratory	1	30	Tropical	0	0	native																	yes	yes			yes		yes			yes
Lepisosteus_oculatus_G01354	Lepisosteus_oculatus_G01354	Clade05	Lepisosteidae	Lepisosteiformes	Spotted gar	Harmless	Least Concern	LC	minor commercial		yes			1	1	0	demersal		0	0	Subtropical	4.4	18	endemic		yes																								
Lepisosteus_osseus_E00993	Lepisosteus_osseus_E00993	Clade05	Lepisosteidae	Lepisosteiformes	Longnose gar	Other	Least Concern	LC	minor commercial		yes		public aquariums	1	1	0	demersal		0	0	Subtropical	22.8	36	native		yes										yes														
Lepisosteus_platostomus_G01353	Lepisosteus_platostomus_G01353	Clade05	Lepisosteidae	Lepisosteiformes	Shortnose gar	Harmless	Least Concern	LC			yes		public aquariums	1	0	0	demersal		0	0	Subtropical	2.6	20	endemic		yes																								
Lepomis_cyanellus_E00132	Lepomis_cyanellus_E00132	Clade42	Centrarchidae	Centrarchiformes	Green sunfish	Harmless	Least Concern	LC		commercial	yes			1	0	0	benthopelagic		0	0	Subtropical	0.96	9	introduced	yes	yes	yes	yes	yes	yes																				
Lepomis_macrochirus_E01113	Lepomis_macrochirus_E01113	Clade42	Centrarchidae	Centrarchiformes	Bluegill	Potential pest	Least Concern	LC	minor commercial	commercial	yes		commercial	1	0	0	benthopelagic		0	0	Subtropical	2.2	10	introduced	yes	yes	yes	yes		yes																				
Lepophidium_brevibarbe_E00758	Lepophidium_brevibarbe_E00758	Clade34b	Ophidiidae	Ophidiiformes	Shortbeard cusk-eel	Harmless	Least Concern	LC	minor commercial					0	0	1	demersal		5	115	Tropical	0	0	native														yes	yes											
Lepophidium_jeannae_E00621	Lepophidium_jeannae_E00621	Clade34b	Ophidiidae	Ophidiiformes	Mottled cusk-eel	Harmless	Least Concern	LC						0	0	1	reef-associated		25	280	Tropical	0	0	endemic															yes											
Lepophidium_profundorum_E00248	Lepophidium_profundorum_E00248	Clade34b	Ophidiidae	Ophidiiformes	Blackrim cusk-eel	Harmless	Least Concern	LC						0	0	1	demersal		29	399	Tropical	0	0	native												yes			yes											
Leporinus_agassizii_P1_B02_RG39	Leporinus_agassizii_P1_B02_RG39	Clade12b	Anostomidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Leporinus_brunneus_P1_H04_RG73	Leporinus_brunneus_P1_H04_RG73	Clade12b	Anostomidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Leporinus_ortomaculatus_P1_F03_RG79	Leporinus_ortomaculatus_P1_F03_RG79	Clade12b	Anostomidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Leporinus_striatus_P1_C03_RG40	Leporinus_striatus_P1_C03_RG40	Clade12b	Anostomidae	Characiformes		Harmless	Least Concern	LC					commercial	1	0	0	benthopelagic	potamodromous	0	0	Tropical	0	0	endemic			yes																							
Leptagoniates_steindachneri_P02_G10_RG37	Leptagoniates_steindachneri_P02_G10_RG37	Clade12b	Characidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	pelagic		0	0	Tropical	0	0	endemic			yes																							
Leptobrama_muelleri_E01150	Leptobrama_muelleri_E01150	Clade40	Leptobramidae	Incertae sedis in Carangaria	Beachsalmon	Harmless	Not Evaluated	NE						1	1	1	benthopelagic		0	0	Tropical	0	0	native																	yes									yes
Leptoclinus_maculatus_E00323	Leptoclinus_maculatus_E00323	Clade42	Stichaeidae	Perciformes	Daubed shanny	Harmless	Not Evaluated	NE						0	0	1	demersal		2	607	Polar	0	0	native								yes			yes	yes										yes	yes			
Leptocottus_armatus_E00266	Leptocottus_armatus_E00266	Clade42	Cottidae	Perciformes	Pacific staghorn sculpin	Harmless	Least Concern	LC					public aquariums	0	1	1	demersal	amphidromous	0	156	Temperate	0	10	native		yes																			yes	yes	yes			
Leptocypris_niloticus_I2679-155	Leptocypris_niloticus_I2679-155	Clade11d	Danionidae	Cypriniformes		Harmless	Least Concern	LC	of no interest					1	0	0	demersal	potamodromous	0	0	Tropical	0.01	0	endemic	yes																									
Leptomelanosoma_indicum_E00842	Leptomelanosoma_indicum_E00842	Clade40	Polynemidae	Incertae sedis in Carangaria	Indian threadfin	Harmless	Not Evaluated	NE	commercial		yes			0	1	1	demersal	amphidromous	55	100	Tropical	0	0	native																	yes	yes					yes			yes
Leptorhamdia_marmorata_P02_A05_RG38	Leptorhamdia_marmorata_P02_A05_RG38	Clade14c	Heptapteridae	Siluriformes		Harmless	Not Evaluated	NE						1	0	0	demersal		0	0	Tropical	0	0	endemic			yes																							
Leptoscarus_vaigiensis_E00877	Leptoscarus_vaigiensis_E00877	Clade42	Labridae	Labriformes	Marbled parrotfish	Harmless	Least Concern	LC	commercial				commercial	0	0	1	reef-associated		1	15	Tropical	0	0	native													yes				yes	yes			yes		yes	yes	yes	yes
Leptostomias_longibarba_E00483	Leptostomias_longibarba_E00483	Clade21	Stomiidae	Stomiatiformes		Harmless	Least Concern	LC						0	0	1	bathypelagic		0	0	Deep-water	0	0	native										yes	yes		yes		yes								yes			
Lestidiops_jayakari_E00497	Lestidiops_jayakari_E00497	Clade23	Lestidiidae	Aulopiformes	Pacific barracudina	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		50	2000	Deep-water	0	0	native										yes		yes	yes	yes	yes		yes	yes	yes		yes		yes		yes	yes
Lethrinus_atkinsoni_E00750	Lethrinus_atkinsoni_E00750	Clade42	Lethrinidae	Spariformes	Pacific yellowtail emperor	Harmless	Least Concern	LC	minor commercial		yes			0	0	1	reef-associated	non-migratory	2	30	Tropical	0	24	native																	yes				yes		yes		yes	yes
Lethrinus_erythropterus_N18731	Lethrinus_erythropterus_N18731	Clade42	Lethrinidae	Spariformes	Longfin emperor	Harmless	Least Concern	LC	minor commercial					0	0	1	reef-associated	non-migratory	2	25	Tropical	0	0	native																	yes	yes					yes			yes
Lethrinus_harak_E00905	Lethrinus_harak_E00905	Clade42	Lethrinidae	Spariformes	Thumbprint emperor	Harmless	Least Concern	LC	commercial					0	1	1	reef-associated	non-migratory	0	20	Tropical	0	15	native																	yes	yes			yes		yes			yes
Lethrinus_obsoletus_E00910	Lethrinus_obsoletus_E00910	Clade42	Lethrinidae	Spariformes	Orange-striped emperor	Harmless	Least Concern	LC	minor commercial					0	0	1	reef-associated	non-migratory	0	30	Tropical	0	14	native																	yes	yes			yes		yes			yes
Lethrinus_olivaceus_E00751	Lethrinus_olivaceus_E00751	Clade42	Lethrinidae	Spariformes	Longface emperor	Reports of ciguatera poisoning	Least Concern	LC	commercial					0	0	1	reef-associated	non-migratory	1	185	Tropical	14	0	native																	yes	yes			yes		yes			yes
Leuciscus_lepidus_I2616-106	Leuciscus_lepidus_I2616-106	Clade11d	Leuciscidae	Cypriniformes		Harmless	Least Concern	LC						1	0	0	benthopelagic		0	0	Subtropical	0	0																											
Leuciscus_leuciscus_I2698-177	Leuciscus_leuciscus_I2698-177	Clade11d	Leuciscidae	Cypriniformes	Common dace	Potential pest	Least Concern	LC	of no interest		yes	usually		1	1	0	benthopelagic	potamodromous	1	0	Temperate	1	16	native				yes	yes																					
Leucoraja_erinacea_G01356	Leucoraja_erinacea_G01356	OUTGROUP	OUTGROUP	OUTGROUP	Little skate	Harmless	Near Threatened	NT						0	0	1	demersal	oceanodromous	0	329	Temperate	0	12	native												yes			yes											
Leucosoma_reevesii_G01357	Leucosoma_reevesii_G01357	Clade20	Salangidae	Osmeriformes		Harmless	Data deficient	DD						1	0	0	demersal		0	0	Tropical	0	0	endemic				yes																						
Limanda_limanda_E00690	Limanda_limanda_E00690	Clade40	Pleuronectidae	Pleuronectiformes	Common dab	Harmless	Least Concern	LC	commercial					0	0	1	demersal	oceanodromous	20	150	Temperate	1	12	endemic											yes															
Limnichthys_sp_E01081	Limnichthys_sp_E01081	Clade42	Creediidae	Pempheriformes										0	0	0			0	0		0	0																											
Liopropoma_mowbrayi_E00307	Liopropoma_mowbrayi_E00307	Clade42	Serranidae	Perciformes	Cave bass	Harmless	Least Concern	LC						0	0	1	reef-associated		30	60	Deep-water	0	0	endemic															yes											
Liopropoma_rubre_E00306	Liopropoma_rubre_E00306	Clade42	Serranidae	Perciformes	Peppermint bass	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		3	45	Tropical	0	0	endemic															yes											
