Group	FishBase_ID	CLADE	Family	Infraorder	Suborder	Order	Superorder	Subseries	Series	Subdivision	Division	Subsection	Section	Infracohort	Subcohort	Cohort	Supercohort	Megacohort	Infraclass	Subclass	Class	Superclass	Megaclass	Validity	Examined_not_examined	Monophyly	fb_url	sci_name	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	foa_url	fao_area	fao_status
Arripis_truttacea_M01541	Arripis-truttacea	Clade36	Arripidae	NA	NA	Scombriformes	NA	NA	Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Arripis-truttacea.html	Arripis truttacea (Cuvier,  1829)	Western Australian salmon	Harmless 	Not Evaluated	NA	commercial	NA	yes	usually	NA	Marine;brackish	benthopelagic	NA	0	80	Subtropical	10.5 kg	9 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=14606&GenusName=Arripis&SpeciesName=truttacea&fc=321&StockCode=14328&Scientific=Arripis+truttacea	Indian Ocean, Eastern	endemic
Artedidraco_orianae_G01525	Artedidraco-orianae	Clade42	Artedidraconidae	NA	Notothenioidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Artedidraco-orianae.html	Artedidraco orianae Regan,  1914	NA	Harmless	Not Evaluated	NA	of no interest	NA	NA	NA	NA	Marine	demersal	NA	82	801	Polar	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=7066&GenusName=Artedidraco&SpeciesName=orianae&fc=591&StockCode=7344&Scientific=Artedidraco+orianae	Indian Ocean, Antarctic; Atlantic, Antarctic; Pacific, Antarctic	questionable
Artediellus_uncinatus_N10447	Artediellus-uncinatus	Clade42	Psychrolutidae	Cottales	Cottoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Artediellus-uncinatus.html	Artediellus uncinatus (Reinhardt,  1834)	Arctic hookear sculpin	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	demersal	NA	13	598	Polar	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=4043&GenusName=Artediellus&SpeciesName=uncinatus&fc=277&StockCode=4239&Scientific=Artediellus+uncinatus	Atlantic, Northwest; Atlantic, Northeast; Arctic Ocean	native
Aseraggodes_heemstrai_E00582	Aseraggodes-heemstrai	Clade40	Soleidae	NA	Pleuronectoidei	Pleuronectiformes	NA	NA	Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Aseraggodes-heemstrai.html	Aseraggodes heemstrai Randall  &  Gon,  2006	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	reef-associated	NA	15	39	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=63029&GenusName=Aseraggodes&SpeciesName=heemstrai&fc=441&StockCode=53107&Scientific=Aseraggodes+heemstrai	Indian Ocean, Western	endemic
Aseraggodes_kobensis_E00075	Aseraggodes-kobensis	Clade40	Soleidae	NA	Pleuronectoidei	Pleuronectiformes	NA	NA	Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Aseraggodes-kobensis.html	Aseraggodes kobensis (Steindachner,  1896)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	demersal	NA	80	100	Temperate	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=24243&GenusName=Aseraggodes&SpeciesName=kobensis&fc=441&StockCode=19255&Scientific=Aseraggodes+kobensis	Pacific, Western Central; Pacific, Northwest	native
Aspidophoroides_monopterygius_N01986	Aspidophoroides-monopterygius	Clade42	Agonidae	Cottales	Cottoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Aspidophoroides-monopterygius.html	Aspidophoroides monopterygius (Bloch,  1786)	Alligatorfish	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Marine	demersal	NA	0	695	Temperate	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=4157&GenusName=Aspidophoroides&SpeciesName=monopterygius&fc=283&StockCode=4353&Scientific=Aspidophoroides+monopterygius	Atlantic, Northwest; Atlantic, Western Central; Pacific, Northwest; Pacific, Northeast; Arctic Ocean	native
Assurger_anzac_G01210	Assurger-anzac	Clade36	Trichiuridae	NA	NA	Scombriformes	NA	NA	Pelagiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Assurger-anzac.html	Assurger anzac (Alexander,  1917)	Razorback scabbardfish	Harmless	Not Evaluated	NA	subsistence fisheries	NA	NA	NA	NA	Marine	benthopelagic	NA	150	400	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3908&GenusName=Assurger&SpeciesName=anzac&fc=415&StockCode=4104&Scientific=Assurger+anzac	Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Western Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Astatotilapia_burtoni_G01518	Astatotilapia-burtoni	Clade41	Cichlidae	NA	NA	Cichliformes	Cichlomorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Astatotilapia-burtoni.html	Astatotilapia burtoni (Günther,  1894)	NA	Harmless	Least Concern 	LC	subsistence fisheries	NA	NA	NA	commercial	Freshwater	benthopelagic	non-migratory	NA	NA	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=6704&GenusName=Astatotilapia&SpeciesName=burtoni&fc=349&StockCode=7025&Scientific=Astatotilapia+burtoni	Africa-Inland Waters	endemic
Asterorhombus_cocosensis_E00904	Asterorhombus-cocosensis	Clade40	Bothidae	NA	Pleuronectoidei	Pleuronectiformes	NA	NA	Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Asterorhombus-cocosensis.html	Asterorhombus cocosensis (Bleeker,  1855)	Cocos Island flounder	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	demersal	NA	1	30	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=15565&GenusName=Asterorhombus&SpeciesName=cocosensis&fc=439&StockCode=14752&Scientific=Asterorhombus+cocosensis	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Asterropteryx_semipunctata_E01089	Asterropteryx-semipunctata	Clade38c	Gobiidae	NA	Gobioidei	Gobiiformes	NA	NA	Gobiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Asterropteryx-semipunctata.html	Asterropteryx semipunctata Rüppell,  1830	Starry goby	Harmless	Not Evaluated	NA	NA	NA	NA	NA	commercial	Marine	reef-associated	NA	1	20	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=7200&GenusName=Asterropteryx&SpeciesName=semipunctata&fc=405&StockCode=7330&Scientific=Asterropteryx+semipunctata	Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Astrapogon_puncticulatus_E00109	Astrapogon-puncticulatus	Clade38a	Apogonidae	NA	Apogonoidei	Kurtiformes	NA	NA	Gobiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Astrapogon-puncticulatus.html	Astrapogon puncticulatus (Poey,  1867)	Blackfin cardinalfish	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	reef-associated	NA	0	8	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3534&GenusName=Astrapogon&SpeciesName=puncticulatus&fc=304&StockCode=3730&Scientific=Astrapogon+puncticulatus	Atlantic, Western Central; Atlantic, Southwest	native
Astrapogon_stellatus_N03004	Astrapogon-stellatus	Clade38a	Apogonidae	NA	Apogonoidei	Kurtiformes	NA	NA	Gobiaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Astrapogon-stellatus.html	Astrapogon stellatus (Cope,  1867)	Conchfish	Harmless	Data deficient 	DD	NA	NA	NA	NA	commercial	Marine	reef-associated	NA	1	40	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3535&GenusName=Astrapogon&SpeciesName=stellatus&fc=304&StockCode=3731&Scientific=Astrapogon+stellatus	Atlantic, Western Central; Atlantic, Southwest	native
Astroblepus_sp_P02_E04_RG21	Astroblepus-sp	Clade14a	Astroblepidae	NA	Loricarioidei	Siluriformes	Siluriphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic	https://www.fishbase.se/summary/Astroblepus-sp.html	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astronesthes_leucopogon_M30297	Astronesthes-leucopogon	Clade21	Stomiidae	NA	Stomiatoidei	Stomiatiformes	NA	NA	NA	NA	NA	NA	NA	NA	Stomiati	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Astronesthes-leucopogon.html	Astronesthes leucopogon Regan  &  Trewavas,  1929	NA	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	bathypelagic	NA	0	500	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=11697&GenusName=Astronesthes&SpeciesName=leucopogon&fc=91&StockCode=12023&Scientific=Astronesthes+leucopogon	Atlantic, Northwest; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southeast	native
Astroscopus_ygraecum_E01028	Astroscopus-y-graecum	Clade42	Uranoscopidae	NA	NA	Uranoscopiformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Astroscopus-y-graecum.html	Astroscopus y-graecum (Cuvier,  1829)	Southern stargazer	Venomous 	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	reef-associated	NA	2	100	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3704&GenusName=Astroscopus&SpeciesName=y-graecum&fc=378&StockCode=3900&Scientific=Astroscopus+y-graecum	Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Astyanax_abramoides_P1_H01_RG11	Astyanax-abramoides	Clade12b	Characidae	NA	Characoidei	Characiformes	Characiphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Astyanax-abramoides.html	Jupiaba abramoides (Eigenmann,  1909)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	NA	NA	NA	NA	NA
Ateleopus_japonicus_G01213	Ateleopus-japonicus	Clade22	Ateleopodidae	NA	NA	Ateleopodiformes	NA	NA	NA	NA	NA	NA	NA	Ateleopodia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Ateleopus-japonicus.html	Ateleopus japonicus Bleeker,  1853	Pacific jellynose fish	Harmless	Least Concern 	LC	of no interest	NA	NA	NA	NA	Marine	bathydemersal	NA	140	600	Deep-water	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=7281&GenusName=Ateleopus&SpeciesName=japonicus&fc=228&StockCode=7571&Scientific=Ateleopus+japonicus	Indian Ocean, Eastern; Pacific, Western Central; Pacific, Northwest	native
Atheresthes_evermanni_E00055	Atheresthes-evermanni	Clade40	Pleuronectidae	NA	Pleuronectoidei	Pleuronectiformes	NA	NA	Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Atheresthes-evermanni.html	Atheresthes evermanni Jordan  &  Starks,  1904	Kamchatka flounder	Harmless	Not Evaluated	NA	commercial	NA	NA	NA	NA	Marine	demersal	NA	20	1200	Temperate	8.5 kg	33 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=518&GenusName=Atheresthes&SpeciesName=evermanni&fc=440&StockCode=534&Scientific=Atheresthes+evermanni	Pacific, Northwest; Pacific, Northeast	native
Atherinomorus_lacunosus_E00548	Atherinomorus-lacunosus	Clade41	Atherinidae	NA	Atherinoidei	Atheriniformes	Atherinomorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Atherinomorus-lacunosus.html	Atherinomorus lacunosus (Forster,  1801)	Wide-banded hardyhead silverside	Harmless	Not Evaluated	NA	commercial	NA	NA	usually	NA	Marine;freshwater;brackish	reef-associated	NA	1	39	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=1303&GenusName=Atherinomorus&SpeciesName=lacunosus&fc=218&StockCode=1321&Scientific=Atherinomorus+lacunosus	Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Asia - Inland waters; Pacific, Northwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Atherinomorus_stipes_E00115	Atherinomorus-stipes	Clade41	Atherinidae	NA	Atherinoidei	Atheriniformes	Atherinomorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Atherinomorus-stipes.html	Atherinomorus stipes (Müller  &  Troschel,  1848)	Hardhead silverside	Harmless	Least Concern 	LC	minor commercial	NA	NA	usually	NA	Marine;freshwater;brackish	reef-associated	NA	NA	NA	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=3234&GenusName=Atherinomorus&SpeciesName=stipes&fc=218&StockCode=3430&Scientific=Atherinomorus+stipes	Atlantic, Western Central; America, North - Inland waters; Atlantic, Southwest; Pacific, Southeast	native
Atherinomorus_vaigiensis_E00181	Atherinomorus-vaigiensis	Clade41	Atherinidae	NA	Atherinoidei	Atheriniformes	Atherinomorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Atherinomorus-vaigiensis.html	Atherinomorus vaigiensis (Quoy  &  Gaimard,  1825)	Ogilbys hardyhead	Harmless	Not Evaluated	NA	minor commercial	NA	NA	NA	NA	Marine;brackish	pelagic-neritic	NA	NA	NA	Subtropical	NA	2 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=61247&GenusName=Atherinomorus&SpeciesName=vaigiensis&fc=218&StockCode=51030&Scientific=Atherinomorus+vaigiensis	Indian Ocean, Eastern; Pacific, Southwest; Pacific, Western Central	native
Atherinopsis_californiensis_E00121	Atherinopsis-californiensis	Clade41	Atherinopsidae	NA	Atherinopsoidei	Atheriniformes	Atherinomorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Atherinopsis-californiensis.html	Atherinopsis californiensis Girard,  1854	Jack silverside	Harmless	Least Concern 	LC	commercial	NA	NA	NA	NA	Marine	pelagic-neritic	NA	NA	30	Subtropical	NA	11 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=3236&GenusName=Atherinopsis&SpeciesName=californiensis&fc=623&StockCode=3432&Scientific=Atherinopsis+californiensis	Pacific, Eastern Central; Pacific, Northeast	native
Atractoscion_nobilis_E00125	Atractoscion-nobilis	Clade42	Sciaenidae	NA	NA	Incertae sedis in Eupercaria	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Atractoscion-nobilis.html	Atractoscion nobilis (Ayres,  1860)	White weakfish	Harmless	Least Concern 	LC	minor commercial	NA	yes	NA	NA	Marine	demersal	NA	0	122	Subtropical	41.0 kg	20 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=3578&GenusName=Atractoscion&SpeciesName=nobilis&fc=331&StockCode=3774&Scientific=Atractoscion+nobilis	Pacific, Eastern Central; Pacific, Northeast	native
Atractosteus_spatula_G01214	Atractosteus-spatula	Clade05	Lepisosteidae	NA	NA	Lepisosteiformes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Holostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Atractosteus-spatula.html	Atractosteus spatula (Lacepède,  1803)	Alligator gar	Harmless	Least Concern 	LC	minor commercial	NA	yes	NA	public aquariums	Freshwater;brackish	demersal	NA	0	NA	Subtropical	137.0 kg	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=1073&GenusName=Atractosteus&SpeciesName=spatula&fc=34&StockCode=1089&Scientific=Atractosteus+spatula	America, North - Inland waters	endemic
Atractosteus_tropicus_G01215	Atractosteus-tropicus	Clade05	Lepisosteidae	NA	NA	Lepisosteiformes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Holostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Atractosteus-tropicus.html	Atractosteus tropicus Gill,  1863	Tropical gar	Poisonous to eat 	Least Concern 	LC	NA	NA	NA	NA	NA	Freshwater	demersal	NA	NA	NA	Tropical	2.9 kg	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=7326&GenusName=Atractosteus&SpeciesName=tropicus&fc=34&StockCode=7626&Scientific=Atractosteus+tropicus	America, North - Inland waters	endemic
Atrosalarias_fuscus_E00525	Atrosalarias-fuscus	Clade41	Blenniidae	NA	NA	Blenniiformes	Blenniimorphae	NA	Ovalentaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Atrosalarias-fuscus.html	Atrosalarias fuscus (Rüppell,  1838)	NA	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	reef-associated	NA	2	12	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=17462&GenusName=Atrosalarias&SpeciesName=fuscus&fc=392&StockCode=15642&Scientific=Atrosalarias+fuscus	Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest	native
Atule_mate_E00942	Atule-mate	Clade40	Carangidae	NA	NA	Carangiformes	NA	NA	Carangaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Atule-mate.html	Atule mate (Cuvier,  1833)	Yellowtail scad	Harmless	Least Concern 	LC	minor commercial	NA	yes	NA	NA	Marine;brackish	reef-associated	NA	1	80	Tropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=1893&GenusName=Atule&SpeciesName=mate&fc=314&StockCode=2089&Scientific=Atule+mate	Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Auchenipterichthys_longimanus_P02_F12_RG66	Auchenipterichthys-longimanus	Clade14c	Auchenipteridae	NA	Siluroidei	Siluriformes	Siluriphysae	NA	NA	NA	NA	NA	Otophysa	NA	Ostariophysi	Otomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Auchenipterichthys-longimanus.html	Auchenipterichthys longimanus (Günther,  1864)	NA	Harmless	Not Evaluated	NA	NA	NA	NA	NA	NA	Freshwater	benthopelagic	NA	NA	NA	Tropical	112.00 g	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=47668&GenusName=Auchenipterichthys&SpeciesName=longimanus&fc=147&StockCode=40060&Scientific=Auchenipterichthys+longimanus	America, South - Inland waters	endemic
Aulichthys_japonicus_G01216	Aulichthys-japonicus	Clade42	Hypoptychidae	Gasterosteales	Cottoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Yes	https://www.fishbase.se/summary/Aulichthys-japonicus.html	Aulichthys japonicus Brevoort,  1862	Tubenose	Harmless	Least Concern 	LC	NA	NA	NA	NA	NA	Marine	benthopelagic	NA	NA	NA	Temperate	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=4320&GenusName=Aulichthys&SpeciesName=japonicus&fc=403&StockCode=4510&Scientific=Aulichthys+japonicus	Pacific, Northwest	endemic
Aulopus_filamentosus_E00502	Aulopus-filamentosus	Clade23	Aulopidae	NA	Aulopoidei	Aulopiformes	NA	NA	NA	NA	NA	NA	Cyclosquamata	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic	https://www.fishbase.se/summary/Aulopus-filamentosus.html	Aulopus filamentosus (Bloch,  1792)	Royal flagfin	Harmless	Least Concern 	LC	commercial	NA	NA	NA	NA	Marine	demersal	NA	50	1000	Subtropical	NA	NA	https://www.fishbase.se/Country/FaoAreaList.php?ID=1698&GenusName=Aulopus&SpeciesName=filamentosus&fc=159&StockCode=1895&Scientific=Aulopus+filamentosus	Atlantic, Western Central; Atlantic, Eastern Central; Mediterranean and Black Sea	native
Aulorhynchus_flavidus_G01217	Aulorhynchus-flavidus	Clade42	Aulorhynchidae	Gasterosteales	Cottoidei	Perciformes	NA	NA	Eupercaria	Percomorphaceae	Acanthopterygii	Acanthomorphata	Ctenosquamata 	Eurypterygia	Neoteleostei	Euteleosteomorpha	Clupeocephala	Osteoglossocephalai	Teleostei	Neopterygii	Actinopteri	Actinopterygii	Osteichthyes	Valid	Examined	Monotypic	https://www.fishbase.se/summary/Aulorhynchus-flavidus.html	Aulorhynchus flavidus Gill,  1861	Tube-snout	Harmless	Least Concern 	LC	NA	NA	NA	NA	public aquariums	Marine	benthopelagic	NA	0	30	Temperate	NA	9 years	https://www.fishbase.se/Country/FaoAreaList.php?ID=3270&GenusName=Aulorhynchus&SpeciesName=flavidus&fc=572&StockCode=3466&Scientific=Aulorhynchus+flavidus	Pacific, Eastern Central; Pacific, Northeast	native
